State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
Louisiana;2022;87.28;16.9;26384.0;4646161;567.8666753046225;73.2;3.667;0.4915
Maine;2022;94.27;9.6;1460.0;1449348;100.73495116424763;38.7;2.842;0.4601
Maryland;2022;91.08;8.6;26067.0;6231164;418.33275452226906;87.2;2.967;0.4589
Massachusetts;2022;91.22;9.6;22605.0;6990326;323.375476336869;92.0;3.625;0.4976
Michigan;2022;91.4;12.1;45613.0;10471123;435.6075274829644;74.6;4.133;0.4685
Minnesota;2022;93.25;7.6;16182.0;6073518;266.4353674427243;73.3;2.483;0.4560
Mississippi;2022;87.56;18.4;4252.0;2942075;144.52384796444687;49.4;3.733;0.4806
Missouri;2022;91.29;11.4;30073.0;6273041;479.4006607002887;70.4;2.6;0.4687
Montana;2022;93.38;10.4;4771.0;1144837;416.740549091268;55.9;2.633;0.4652
Nebraska;2022;92.27;7.9;5542.0;2032148;272.71635727319074;73.1;2.15;0.4610
Nevada;2022;87.29;12.0;14491.0;3184043;455.1132004184616;94.2;5.2;0.4685
New Hampshire;2022;93.78;8.3;1789.0;1413481;126.5669648194776;60.3;2.417;0.4466
New Jersey;2022;90.52;8.7;18491.0;9322469;198.3487421626181;94.7;3.85;0.4815
New Mexico;2022;87.96;20.2;15735.0;2117703;743.0220385011496;77.4;4.067;0.4796
New York;2022;88.2;12.7;84262.0;21654063;389.1278971526036;87.9;4.292;0.5208
North Carolina;2022;90.04;14.2;42333.0;10741152;394.1197368773852;66.1;3.675;0.4768
North Dakota;2022;93.87;9.7;2206.0;807217;273.28463102238925;59.9;2.092;0.4678
Ohio;2022;91.31;9.9;33914.0;11876820;285.5478149875135;77.9;3.975;0.4691
Oklahoma;2022;89.18;16.9;16889.0;4034106;418.6553352837035;66.2;3.025;0.4743
Oregon;2022;91.55;9.9;14758.0;4240975;347.9860173662896;81.0;3.925;0.4679
Pennsylvania;2022;91.76;10.9;31807.0;13967468;227.7220180493701;78.7;4.125;0.4778
Rhode Island;2022;90.14;8.4;1897.0;1100479;172.37948202555432;90.7;3.233;0.4640
South Carolina;2022;90.46;12.9;26298.0;5302673;495.9385577801988;66.3;3.2;0.4757
South Dakota;2022;92.42;9.1;3263.0;951636;342.8832032415756;56.7;1.892;0.4487
Tennessee;2022;90.35;10.5;44884.0;7074483;634.449188725169;66.4;3.35;0.4694
Texas;2022;86.06;13.5;130178.0;30095062;432.55601201286777;84.7;3.917;0.4796
Utah;2022;92.41;6.0;8170.0;3506701;232.9825097720051;90.6;2.367;0.4264
Vermont;2022;94.32;9.0;1445.0;672094;214.9996875437067;38.9;2.35;0.4452
Virginia;2022;91.49;8.3;20667.0;8696119;237.657741344156;75.5;2.692;0.4755
Washington;2022;92.14;9.0;29398.0;7834083;375.2577040605773;84.1;4.058;0.4742
West Virginia;2022;89.1;15.5;4630.0;1786878;259.11114245068774;48.7;3.858;0.4804
Wisconsin;2022;93.01;6.6;17739.0;6003952;295.4553933808931;70.2;2.808;0.4510
Wyoming;2022;92.57;7.1;994.0;593436;167.4991068961101;64.8;3.433;0.4437
Alabama;2023;89.11;14.2;18201.0;5125045;355.1383451267257;59.0;2.467;0.4771
Alaska;2023;92.47;10.1;5317.0;738137;720.3269853699246;66.0;4.242;0.4492
Arizona;2023;89.0;11.9;27076.0;7431643;364.3339702943212;89.8;3.667;0.4650
Arkansas;2023;89.27;13.8;18623.0;3092728;602.1544733322814;56.2;3.142;0.4740
California;2023;85.43;11.9;199501.0;39116440;510.01829409833823;95.0;4.725;0.4870
Colorado;2023;92.84;8.5;27586.0;5942645;464.2040707462754;86.2;3.3;0.4575
Connecticut;2023;91.79;8.3;5428.0;3654872;148.5140929696033;88.0;3.2;0.4954
Delaware;2023;91.08;7.8;3923.0;1048215;374.2552815977638;83.3;3.833;0.4557
District of Columbia;2023;92.55;12.7;7817.0;678972;1151.2993172030658;100.0;4.85;0.5163
Florida;2023;89.94;11.6;43011.0;22752944;189.03487829970487;91.2;2.95;0.4829
Georgia;2023;89.0;12.9;33506.0;11279172;297.0608126199334;75.1;3.283;0.4787
Hawaii;2023;92.78;8.2;2046.0;1435138;142.5646871590049;91.9;2.925;0.4512
Idaho;2023;91.38;9.1;4574.0;2050699;223.0458980084352;70.6;3.2;0.4404
Illinois;2023;90.48;9.8;36022.0;12630038;285.2089597830188;88.5;4.483;0.4810
Indiana;2023;89.87;8.3;21473.0;6870854;312.5230138786241;72.4;3.45;0.4536
Iowa;2023;92.8;8.0;8584.0;3254368;263.7685719623595;64.0;2.933;0.4464
Kansas;2023;91.36;8.8;11713.0;3035369;385.8838908877306;74.2;2.875;0.4518
Kentucky;2023;89.44;13.6;10152.0;4536380;223.7907759050168;58.4;4.292;0.4759
Louisiana;2023;87.78;21.5;23657.0;4654513;508.259403293105;73.2;3.725;0.4967
Maine;2023;94.45;7.4;1430.0;1462730;97.76240317761992;38.7;2.608;0.4509
Maryland;2023;90.7;8.9;26324.0;6246242;421.437401881003;87.2;2.192;0.4561
Massachusetts;2023;91.34;9.1;21587.0;7008084;308.0299836588717;92.0;3.492;0.4879
Michigan;2023;91.5;12.1;44849.0;10496193;427.2882558466674;74.6;3.9;0.4658
Minnesota;2023;93.68;7.2;14965.0;6103624;245.1822065055121;73.3;2.825;0.4541
Mississippi;2023;87.85;16.0;3246.0;2941699;110.34439621456852;49.4;3.108;0.4843
Missouri;2023;91.66;9.7;28054.0;6290389;445.98195755461234;70.4;3.1;0.4608
Montana;2023;93.48;8.1;4946.0;1155062;428.2021224834684;55.9;2.667;0.4601
Nebraska;2023;92.33;9.2;3275.0;2043680;160.2501370077507;73.1;2.308;0.4634
Nevada;2023;87.37;13.9;13194.0;3200427;412.25748939125936;94.2;5.142;0.4632
New Hampshire;2023;94.05;6.1;1418.0;1420504;99.8237245372065;60.3;2.258;0.4446
New Jersey;2023;90.57;9.0;19325.0;9351303;206.6556927948972;94.7;4.275;0.4794
New Mexico;2023;87.17;17.3;14739.0;2118697;695.6634195451261;77.4;3.667;0.4771
New York;2023;88.56;11.0;76123.0;21545704;353.309411472468;87.9;4.042;0.5157
North Carolina;2023;90.39;13.6;40407.0;10880465;371.371995590262;66.1;3.492;0.4732
North Dakota;2023;94.44;9.9;2069.0;811595;254.9301067650737;59.9;2.033;0.4451
Ohio;2023;91.45;11.1;32428.0;11911788;272.2345293586488;77.9;3.633;0.4695
Oklahoma;2023;89.08;12.9;16567.0;4068771;407.1745497596203;66.2;3.2;0.4737
Oregon;2023;91.66;10.3;13780.0;4234198;325.4453381726599;81.0;3.758;0.4636
Pennsylvania;2023;91.86;10.3;32786.0;13988993;234.3699793115916;78.7;3.658;0.4774
Rhode Island;2023;89.72;8.9;1839.0;1102750;166.7649059170256;90.7;2.983;0.4661
South Carolina;2023;89.96;11.7;25084.0;5393865;465.0468634272456;66.3;2.992;0.4715
South Dakota;2023;92.33;7.5;2991.0;964120;310.2310915653653;56.7;1.8;0.4620
Tennessee;2023;90.08;10.7;44718.0;7150483;625.3843271846112;66.4;3.225;0.4760
Texas;2023;86.37;12.3;123548.0;30503300;405.031586746352;84.7;4.017;0.4790
Utah;2023;93.02;6.3;7809.0;3544301;220.3255310426513;90.6;2.667;0.4225
Vermont;2023;95.0;6.7;1352.0;667816;202.45097451992763;38.9;1.908;0.4549
Virginia;2023;91.38;9.4;20583.0;8728302;235.8190630892469;75.5;2.692;0.4723
Washington;2023;91.95;8.7;27765.0;7864307;353.0508155391188;84.1;4.2;0.4703
West Virginia;2023;89.0;13.3;4201.0;1781629;235.79544338355515;48.7;3.858;0.4679
Wisconsin;2023;93.35;9.3;16883.0;6023139;280.3023473308519;70.2;2.8;0.4479
Wyoming;2023;93.18;9.4;1032.0;595792;173.21481322340682;64.8;2.883;0.4455
